input_bleu,output_bleu
0.0189691581984,0.0687162400492
0.0973174903969,0.0243635570694
0.0337351713807,0.0578021389583
0.0520872132283,0.032508046875
0.128463343157,0.0112641204449
0.108061213614,0.000404989115465
8.6625825709e-05,0.00165810934862
0.0881592128301,0.0151224725162
0.0831408367055,0.0418381470606
0.0535940142708,0.032521402298
0.0696818041101,0.0579615851525
0.0025153720226,0.0284126603317
0.116100830235,0.000213496251715
0.180121073754,0.220895911342
0.0450527947466,0.0318510836298
0.0608042809179,0.0226310386248
0.0704915213123,0.00425421435464
0.161829685606,0.0883831958348
0.0712160275217,0.0348243989702
0.0585512534898,0.000991192884027
0.041586321717,0.00815339401188
0.0387518722548,0.0190144474131
0.00756982556376,0.00500221428558
0.150691498168,0.0586767238145
0.0601158349206,0.141139919308
0.0233174344486,0.0150870315817
0.105733141062,0.0610855726856
0.0387208204664,0.0254527365015
0.154271663245,0.0382883917855
0.0586743025569,0.0413803247627
0.0751367849743,0.00538759439374
0.0268260056385,0.0301172785373
0.0330789249092,0.0299942187863
0.015768656417,0.0344983074899
0.0430410103004,0.015042073901
0.0925784939791,7.99078717757e-05
0.000448355593549,0.00251942759298
0.0437149876455,0.0585645823328
0.102526718017,0.0158216114485
0.0845918780179,0.0558752165457
0.0103046383449,0.242501789947
0.0352855780813,0.0910352640555
0.00131974306824,0.0237625557282
0.132851218647,0.0366126670862
0.0473770567452,0.0103865835232
0.18032803839,0.0189387676366
0.0476286526966,0.0102422088038
0.0685873810444,0.0606484852637
0.0946389334921,0.0436634146565
0.0117723228991,0.045757920594
0.0574565598909,0.000638949667869
0.0200496918987,0.00999475413699
0.1421717963,0.0202078692217
0.0916422977697,0.049707454728
0.0408290235705,0.0475013316074
0.0474911001752,0.0301185795599
0.0450255941625,0.0433755380001
0.0788000933965,0.016149667158
0.0531755607886,0.0265982047085
0.100010002501,0.0196876927465
0.0195664854163,0.0528164259489
0.0674095237235,0.00132721805972
0.0373938376575,0.0397176479423
0.205375024381,0.0585631574681
0.152573406147,0.010927338864
0.021628805942,0.00209484106721
0.209520764324,0.0265804068059
0.0285789970962,0.0219920303015
0.0671017457541,0.026876881986
0.0276070540942,0.0104373557714
0.040087553584,0.0590492931572
0.0863865214822,0.0168840418214
0.0406153287352,0.0289198921425
0.00514559837844,0.0629541678838
0.0653613897544,0.0446447678735
0.228743191235,0.03157956122
0.0779805712798,0.0567409035028
0.00131479299381,0.0305507086744
