input_bleu,output_bleu
0,0
0.0222025736117,0.113907780255
0.0712695567709,0
0.041806479461,0
0.0322783642153,0.124893096052
0.0680939843204,0.100633516559
0.0077259151507,0
0.038167126399,0
0.000489321329676,0
0.0978237574896,0
0.0165629008657,0.0955204080682
0.00315843960367,0.126059680922
0.0194904427584,0
0.0674514800334,0.16102307266
0.0265848118791,0
0.0529190739364,0
0.0279910331844,0
0.190708280818,0.141139919308
0.0157304863997,0.114987595564
0.046680490231,0
0.0428656685449,0
0.20556680845,0
0.0706324493253,0.149911069467
0.00149977436711,0
0.0680939843204,0
0.0634149995938,0.160365909699
0.220895911342,0
0.0629317392446,0.103903021742
0.123562212726,0.173591005584
0.0140761247917,0.160365909699
0.0214315048041,0.185750579991
0.00886410052247,0
0.0398567792498,0.126059680922
0.0248061935725,0
0.00511883689485,0.126059680922
0.066107402102,0
0.139507969679,0
0.0139276839642,0.0788275022171
0.0393847838894,0
0.0610855726856,0
0.0241952212373,0.10043553373
0.0194304643101,0.133980142834
0.00746249276418,0
0.041806479461,0
0,0
0.0207287885437,0
0.0355185132849,0.126297548969
0.0204608073711,0
0.0683338195645,0.0904961482848
0.033331687446,0.10510262682
0,0.100633516559
0,0.126059680922
0.246239530253,0.277761903401
0.114987595564,0.141139919308
0.0189724645565,0
0.0516604545413,0
0.0972668410053,0
0.000999058321847,0.139507969679
0.0255817434196,0.185750579991
0.0254527365015,0
0.0409841774167,0
0.0914782711225,0
0.020351030248,0
0.149911069467,0.262690989442
0.174065104854,0.217928960066
0.00748124337401,0.160365909699
6.94180201748e-05,0.451801001805
0.0031970519578,0
0.0368653182565,0.0949709441793
0.0262341223308,0
0.0761261027161,0
0.00330148316628,0
3.42436180801e-05,0.16102307266
0.149911069467,0.246085246567
0.0499734030329,0
0.105710708572,0
0.000725295890054,0
0.0369362724254,0.122672237916
0.101237348697,0
0.000815326508088,0.185750579991
0.0265941392977,0
0.0435418200472,0
0.0137492077278,0.141139919308
0.0130289679598,0
0.0256509416355,0.121005182765
0.126297548969,0
0.0513487742994,0
0.0135996253975,0.150193943841
0.0351968608574,0
0.0349321697141,0
0.00889324953702,0
0.0272165274831,0
0.025305580246,0.166208300065
0.191489783687,0
0.0168697133141,0
0.0955204080682,0.113411742407
0.0196596735595,0.141139919308
0.0243221944072,0.114219465076
0.0192220587852,0
0.0207287885437,0.141139919308
0.0111505734219,0
0.0191138649224,0.273012086271
0.0390166311272,0.166208300065
0.0263085880072,0.113907780255
0.113411742407,0
0.11434175043,0.176327784235
0.0185775532018,0
0,0
0.000695416350665,0.16102307266
0.017208726863,0
0.0905297029875,0.158278836854
0.00727743342733,0
0.00135870334583,0.168299467119
0.0317044375228,0.15447878876
0.0108677361972,0
0.0283108529169,0
0.0279910331844,0.273012086271
0.143228415528,0.0378703747828
0.00577964644207,0
0,0
0.0345378382761,0
0.0355185132849,0.11021777042
0.0336674677206,0.160365909699
0.0197933845261,0.139587343039
0.0529190739364,0.223368351814
0.0658665696764,0.279826323758
0.0123222740751,0.103903021742
