input_bleu,output_bleu
0.0076910460174,0.103903021742
0.124893096052,0
0.00159821867918,0.103903021742
0.0202911808956,4.87394592849e-08
0.0245996696997,0.0883937432683
0.0492159163057,0.00592931379077
0.00627614195248,0
0.00992229745167,0
0.0204073146066,0
0.00255663136854,0.0777123268137
0.0771105603986,0
0.0016781359739,0.046680490231
0.0111668793657,0
0.103350045869,0
0,0.0822296601669
0,0
0.0254864979983,0
0.030712613546,0
0.0978237574896,0.0464622717359
0.0537733638508,0
0.00110750663287,0.15447878876
0.00321778871061,0.0271427607589
0.0132277096237,0.0914782711225
0.000114450966432,0.000237962606745
0.00064007137643,0
0.0896167232024,0.0460981535624
0.0398567792498,0.0611446165459
0.0769237502605,0
0.000151205164857,0.156196996846
0.0590557561676,0
0.00218127264388,0
0,0
0.0431790002361,0.0250737635683
4.73302080682e-25,0.116332708423
0.0340061629023,0.0277145008982
0.00421277565087,0.0438120322281
0.00278608309276,0.126059680922
0.021546423158,9.72498784669e-07
0.00877673505291,0.126059680922
0.00514737594788,0.0673239515938
0.0122375472679,0.000146234780945
0.107618663421,0.00255517759475
0.0405185766963,0
0.0267321955588,0
1.42724282554e-05,0.0799460749947
1.46479010038e-05,0
0.0401150178301,0.00918771326712
0.0118349411187,0.279826323758
0.105710708572,0
0.00731534227735,0.0333040165444
0.0168703077435,0.0822596469997
0.00436282197204,0.0730526724329
0.00138509826011,0
0.0431790002361,0.103903021742
0.103903021742,0
0.0432796971941,0
0.0573879375095,0
0.0821610732492,0
0.0558850683528,0.160365909699
0.177474052801,0
0.00834556996256,0.0537733638508
0.0037066357064,0
0.0287855954305,0.000225571599345
0,0
0.055386962326,0
0.0883937432683,0.126297548969
0.00596869682636,0
5.38583121406e-05,0
0.0214031148825,0
0.070396258911,0
0.0221227973456,0.0758358162494
0.00111570079776,0
0.0972668410053,0.0209064306309
0.223523390992,0.0749442704004
0,0.136883904909
0.0230967205747,0.0769237502605
0.0478968583749,0
0,0
0.0602475729238,0
0.0108524119827,0.11021777042
0.0255817434196,0
0.0307206297933,0
0.0217570052756,0
0,0.0605527859432
4.62290890581e-06,0
0.0409675569487,0.0602815170118
0.0270951515936,0
0.0265941392977,0
0.00406470812122,0
0.056066684112,0
0.011577423947,0
6.60944197645e-05,0.0815361629529
0.0529190739364,0.103903021742
0.0370909124381,0.0157107078984
0.0155762039415,0.113907780255
0,0
0.0528688688384,0.0191529766042
0.0104041535112,0.0257890779291
0.0218249075359,0.156196996846
0.0680939843204,0
0.00566059883792,0
0.0114122625482,0.0516604545413
0.00958864676117,0.049707454728
0,0.141139919308
0.00533973215245,0.0111285743491
0.0335154227948,0.0170836476798
0.0250453612701,0
8.02527569235e-34,0.0610005172281
0,0.0631844500381
0.0758358162494,0.113411742407
0,0
0.0431790002361,0.0247670976898
0.0293743362897,0
0.0162448340918,0.14152241859
0.0315914574023,0.114987595564
0,0
0.103903021742,0.049707454728
0,0.16102307266
0.0175549450877,0.0278674165235
0.0684445966183,0
0,0
0.0602475729238,0.183005474237
0.114987595564,0.185750579991
0.00694964459117,0.0978237574896
0.00728537140673,0.0355185132849
0.072239433546,0
0,7.31070216399e-05
0.0536722229202,0.0272476627567
0.0069811524099,0.0230290267517
0.00712347699071,0.136744066782
0,0.160365909699
0,0.0910352640555
0.114987595564,0
0.0199902040069,0
0.0176859829655,0.00114358622766
0.20556680845,0.0887244425356
0.0316259396702,0.0358172291064
0.055386962326,0
0.00647376245588,0.113907780255
0.0241532305691,0.100150451109
0,0
0.00818509338878,0.0449157556866
0.00181425916234,0.0972668410053
1.93284807717e-05,0.185750579991
6.81191060418e-05,0.0564390840716
5.70832501874e-05,0.0610855726856
5.70832501874e-05,0.141139919308
0.0680939843204,0
0,0.0643993142946
